Title,Podficcer,Author,Ship,Link
"Scorbus Arc: Part 2, Hogsmeade Outing",picascribit,picascribit,Scorpius Malfoy/Albus Severus Potter,"<a href=""https://archiveofourown.org/works/7819576"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Scorbus Arc: Part 3, Protego Club ",picascribit,picascribit,Scorpius Malfoy/Albus Severus Potter,"<a href=""https://archiveofourown.org/works/8305979"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Scorbus Arc: Part 4, Albus Day",picascribit,picascribit,Scorpius Malfoy/Albus Severus Potter,"<a href=""https://archiveofourown.org/works/8798377"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Scorbus Arc: Part 5, No Distractions",picascribit,picascribit,Scorpius Malfoy/Albus Severus Potter,"<a href=""https://archiveofourown.org/works/7701757"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Scorbus Arc: Part 6, The Talk ",picascribit,picascribit,Scorpius Malfoy/Albus Severus Potter,"<a href=""https://archiveofourown.org/works/7803502"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Scorbus Arc: Part 7, Missing Pieces",picascribit,picascribit,Scorpius Malfoy/Albus Severus Potter,"<a href=""https://archiveofourown.org/works/7903405"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Scorbus Arc: Part 8, Merlin's Whiskers",picascribit,picascribit,Scorpius Malfoy/Albus Severus Potter,"<a href=""https://archiveofourown.org/works/11983902"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Sealed With a Kiss,JocundaSykes,Faith Wood (faithwood),Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/39010452"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Season Pass (to this Ass),Alistair_Reads_Nightly,mightbewriting,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/53651518"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Season Pass (to this Ass),The Dramione Archives,mightbewriting,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/0btjPhTRP80mxGuWeNAvh9?si=7cdc38d2eb5e4cb4"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Second Spin,xinasvoice,xinasvoice,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/16338530/chapters/38225441"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Secrets and Masks,AMP Audiobooks,Emerald_Slytherin,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/01ROajYp9i80snqYpxvqV9?si=f9ad5ec9f0294282"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Secrets and Masks,Read It and Weep,Emerald_Slytherin,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/0RlVbgx1nB5AQVU7fXDvBj?si=00b79e769d23423d"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Secrets and Masks,Veelas Audiobooks,Emerald_Slytherin,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/2EVKAyG8xuB0pho95LD4KS?si=19a1d97ded824bd3"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Sectumsempra,Draco Malfoy Podfics,fallingforfictionalcharacterss,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/5n758pa8h9654JG0h61msC?si=TbYxPKZ3TtOBEhQtIp1BYQ"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
See something you like?,EllaMcSmellBella,Amarillis39 and MissMrah,Theodore Nott/Harry Potter,"<a href=""https://archiveofourown.org/works/39315801"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Seeing Draco Malfoy,fire_juggler,khalulu ,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/5017129"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Seeker Fit,ETL_Echo_Audiobooks,"elithien, senlinyu",Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41138235"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Seeker Fit,The Dramione Archives,"elithien, senlinyu",Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/0PDJKD6lDG79pih8o44YMj?si=2fdca54a271540ec"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Seeker Fit,The Dramione Archives,"elithien, senlinyu",Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/0PDJKD6lDG79pih8o44YMj?si=c85b362347da4c4f"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Seeking: Draco Malfoy,seeking_semperfiona,ashiiblack,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/14030343"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Sehnsucht,ETL_Echo_Audiobooks,ambpersand,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/43756803"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Sense Memory,picascribit,picascribit,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/2625116"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
September 1st,Through the Trapdoor,Ksanral,James Potter,"<a href=""https://open.spotify.com/episode/2gKWv0lQNez0MaYCuvtxOd?si=19822405a6c74e3a"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Serpent at Law,RoastedOats,anonymousmagpie,Nagini & Harry Potter,"<a href=""https://archiveofourown.org/works/40574601"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Serving Penance,JocundaSykes,JocundaSykes,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/24003127"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Sesame Seeds and the Entire Spectrum of Human Emotion,ETL_Echo_Audiobooks,ronbinary ,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/45773455"" target=""_blank""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Seventh Horcrux,Sam Gabriel,EmeraldAshes,"Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley","<a href=""https://open.spotify.com/episode/5K1O1WNAeQZX8yuMf9I6g9?si=c1ebfe58fcd64cb2"" target=""_blank""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
